Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,136878366230.328,145861612825.595,143157600024.959,144428172835.236,142540728958.023,130133845771.144,136191353467.562,153830947016.751,201924270316.027,240521260988.329,247783001865.44,273317737046.795,318497936901.177,354460802548.704,330000252153.376,299379400264.901,287779921184.32,245670666639.047,239862011450.103,236079774688.445,194851319174.892
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1208953358.99709,1197515637.92052,1072154406.78905,1149858126.95747,1131555107.04907,1068024993.98697,1086170638.72901,1169136691.35372,1402452661.58715,1617227233.70446,1650283229.19637,1811232804.76516,2039990870.18161,2301745558.05339,2314737666.79517,2287220565.1596,2503747856.84595,2356004770.79887,2419043094.32119,2441226080.03611,
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,276296296.296296,294651851.851852,304940740.740741,340814814.814815,379629407.407407,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695370296.296296,698518518.518518,758518518.518518,825925925.925926,771278111.111111,771015888.888889,778648666.666667,799882148.148148,842571333.333333,911481481.481481,984074074.074074
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,,,,,,,,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5364000000,5566000000,5734000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,14655487455.7333,15674852771.1356,17790095900.9809,19395461989.5391,18318512501.0256,19288926545.3759,18702822231.5441,20776640696.3172,21917585083.5311,23965291458.4846,27211380858.3989,30231141667.5908,34113102014.6358,39137157753.2425,37733852002.6442,41338340406.3129,47654704787.0678,50388418158.5954,53851075503.9906,58722087391.6801,63794152886.0397
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,3693753379.05992,3869032270.91633,3783788551.0819,3588376057.01536,3461282293.64624,2995360969.16199,2833442750.43639,2949637039.04424,3446442218.89829,3666349049.42641,2937071767.25576,2931625104.50109,4134173275.1244,4515824647.43939,4609923756.18485,4735956493.06479,5067360009.39197,5667229758.9878,6231725484.55943,6624068015.50039,6699203543.29047
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,253966919.939838,270419779.418107,268551010.941186,206457553.397101,224446652.14622,370173851.946119,392278164.416457,415843479.84486,476388249.278706,531109346.815739,586791836.059541,591829897.549245,695606313.878293,864136798.741659,825828719.797396,846332419.519942,1105497821.87289,995581992.41106,1026664110.62589,1109007405.7031,1056776883.4727
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,621626785.915493,705406001.424501,749138009.564539,717530683.169567,694754988.258295,712667896.727512,696281471.678532,722460886.371384,741929342.788749,785918769.587635,824880550.343965,1458446872.26976,1740334781.83731,1922598121.23066,2025565089.48272,2259288396.24467,2576602497.33479,2851154075.95385,2990006533.77749,3077086275.94585,3166029055.69007
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,2813313281.80715,2907517543.3645,3338949151.59927,3723903723.63772,4153725966.87677,3953839593.78427,3596448035.44747,3472194099.40131,2960306120.93557,3537721020.41158,4310356252.83669,4756204069.61876,5885321655.91684,6548531998.42373,6584642675.34367,6622540159.47531,7516829496.06138,7890215895.68701,8452517482.5105,8791599111.2376,8765329889.9646
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,3911053180.39625,4034037162.16216,4663193916.34981,5202215657.31167,5372543554.00697,7103529494.37412,7565877533.54421,7775075857.72532,8140282679.97372,8772170427.48088,9672027224.16405,10841723354.4391,12275493958.7834,13789727209.7723,14486137413.5468,15729644901.1305,17588097149.7619,18400538970.1119,18372173610.6685,19380958759.0497,20420967148.9362
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,144652912433.103,159717233621.659,177352785419.977,168886163221.567,165768095391.557,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275658844765.343,291228511368.179,309234500374.107
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,46288369007.4588,46538169511.6894,47178241568.5704,48661666395.3691,49074725337.7458,47209471853.3471,53696730223.8318,67561285378.7259,85050281601.04,103694527827.457,112589039620.207,114801188269.404,139198195460.551,157290970540.917,129965360575.699,130258247571.415,140091591852.976,127321135030.078,134680475647.645,139294565100.565,121715203207.647
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,7181787873.86945,7501950115.78947,7596126045.95208,8468339855.94356,8931365460.57043,8946079678.43696,8146073989.52626,9199643907.97902,11304084266.5137,13703315349.2507,16691213479.471,17043245939.014,21295012098.9774,17640375722.4448,12887072301.1621,13254819546.1781,14674655466.8231,14218575093.024,15479232290.7574,17179622188.3294,16779598787.1617
GDP (current US$),NY.GDP.MKTP.CD,India,IND,366600193391.349,399787263892.645,423160799040.86,428740690379.961,466866720520.974,476609148165.173,493954161367.563,523968381476.715,618356467437.027,721584805204.777,834214699568.14,949116769619.554,1201071960529.75,1186913419021.34,1323896417147.06,1656562168648.57,1822989507290.05,1828119928467.85,1857236714880.03,2033532372971.17,2088841351184.16
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228635279.289,539580088908.138,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890487074595.966,861933968740.332
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,96419225743.6737,120403931885.441,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,183697185041.72,219845971945.264,258645743978.386,337474485087.271,397189565318.895,398978104575.331,467790215915.476,592037800186.865,587209369682.67,511620875086.78,425326068422.881,
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,,,,,,,,,,36627901762.063,49954890353.2609,65140293687.5395,88840050497.0957,131613661510.475,111660855042.735,138516722649.573,185749664444.444,218000986222.639,234648370497.427,228730703259.005,180068537409.153
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,69208238510.101,75864987273.1855,82816781160.4585,90111620500.1682,98782454400.1705,99855065966.464,109119051633.11,127941699604.743,164285613995.485,193870912341.694,211684825270.489,232167523522.77,270043016151.109,274919025487.037,235765973325.924,221356661986.755,240575769113.15,225819184920.64,239271162515.74,256271350218.827,283703217034.49
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,914727080.643268,1023086918.62768,1180919719.40764,1382548249.78303,1567465656.8505,1563667799.61578,1614595290.9182,1897606791.43353,2264911806.90354,2758117365.04863,2971167185.35511,3344402193.24608,5685988395.35814,5827468750,5047909331.6716,5420118974.04203,6066454093.89521,6433357030.0158,6754330154.76004,7428280401.5139,
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,99968784246.0067,109774101575.963,114543978662.956,115838004263.046,117212358383.458,132396684080.151,130751599020.377,121092701253.746,126749741990.734,135418563141.455,142837533703.233,154511423313.434,179564275455.807,216760312151.616,208068814688.605,233754747258.625,261374751963.332,257641795689.722,293314777888.557,308769389865.564,299415714726.768
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1170787357066.44,1308929305684.53,1239050936221.01,1266309223820.68,1248563148945.24,1141760021927.4,1162317840447.43,1266510668642.95,1569649631715.58,1798314755525.2,1852661936077.6,1942633841801.53,2203053327128.39,2390729210487.77,2185160158794.11,2125184794172.19,2276150874756.74,2072823111961.1,2130491269673.44,2149814265578.42,1821496964400.58
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,5779285207.92079,6504445801.34228,7450324787.38384,8718300136.42565,8795765306.12245,8929375580.31569,9087918836.80556,9694161516.27524,9399452787.8474,10150978154.5484,11204416000,11905525197.3285,12824094989.8639,13678551837.6303,12038998756.9217,13192229343.0991,14440457548.68,14802430172.5391,14276559215.7309,13897561173.4853,14262190323.0222
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,5449116304981.1,4833712542207.1,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700096491337.99,6157461124963.98,6203213121334.12,5155717056270.83,4848733415523.53,4383076298081.86
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,6727446632.42009,6928359238.36389,7244402961.91819,7910621156.55853,8147494358.25106,8457923836.38928,8973201974.61213,9580414809.59097,10193292806.7701,11407566572.6375,12588665303.244,15056936953.4556,17110609732.0169,21971835282.5137,23818322957.7465,26425379436.6197,28840263380.2817,30937277605.6338,33593843661.9718,35826925774.6479,37517410281.6901
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,20374307047.115,21035357832.8019,22165932062.966,22135245413.2312,16870817134.7767,18291990619.137,22152689129.5583,24636598581.0204,30833692831.3955,43151647002.6096,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737895401.1349,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,39999659233.7555,41953433591.4101,50410164013.5527,55100780396.387,61395415492.333,63398041540.367
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,56338028.1690141,66515376.7900462,67537479.5903221,65334841.0604347,69032258.0645161,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,108545632.53012,130754915.906619,139125482.301627,130465372.016846,153275912.676573,177142135.121196,188045661.627666,187153601.08129,186066973.138634,160121929.231463
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,559329547369.922,603413139412.021,560485235837.652,376481975682.155,486315001429.989,561633037419.537,533051998853.593,609020054512.465,680520807982.478,764880644710.649,898137194716.188,1011797457138.5,1122679154632.41,1002219052967.54,901934953364.711,1094499338702.72,1202463682633.85,1222807195712.49,1305604981271.91,1411333926201.24,1377873107856.33
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,,,,,,1849196082.05507,2535333631.88536,2702427046.9355,3355083116.58939,3639935347.50715,3736599925.38241,4078158323.92423,4833561456.33726,5687488208.58356,5653792720.20006,5829933774.83444,6692521545.73255,6500321212.89991,7073021773.76527,7384901154.30543,6400687590.10758
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,27191689008.0429,31493987641.9506,30354434553.2476,25941929461.9423,30121879434.954,37711864406.7797,34890772742.0933,38137545245.1464,47875838926.1745,59440108585.0017,80797945205.4795,101550654720.882,114641097818.438,147395833333.333,105899930507.297,115419050942.08,154027536231.884,174070025008.932,174161495063.47,162631763879.129,114041209704.221
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249062025.13805,1369693171.43504,1525112241.84376,1605640633.42189,1919012780.97086,2211535311.62834,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6571853849.00585
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1763536304.53964,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.49183,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3452882514.00166,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.58294,8261299199.6817,9356251339.55418,11189431000.0811,11739027120.5835,12369080042.8375
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,5788368511.12379,5970044665.64574,6525676264.21486,7174985106.63648,7533187605.09248,7937758980.30127,8350252966.19655,9546441564.34743,11748433157.0533,14373269155.7174,16922504044.804,21447021570.1028,30901399261.387,35596016664.2304,26169854045.0375,23765078166.4017,28420287436.9041,28072066041.3722,30256430184.6685,31322649595.3297,27002832427.6367
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.522,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,20955223880.597,21287562189.0547,21796351575.4561,24577114427.8607,28829850746.2687,35139635157.5456,38009950248.7562,40078938640.1327,43205095854.063,44352417910.4478,45730945273.6318,47084703150.9121
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,1001889845.5807,946123280.510758,997996034.86775,928458201.135382,912771283.593936,887295262.184165,825706966.802027,775780697.302945,1157832935.83899,1511236652.019,1682350941.54943,1800105593.03747,1825385552.2422,1875881172.42008,1870006879.27367,2392147273.25836,2795705636.58808,2666218870.25386,2499410956.14577,2538831766.20046,2278037785.7279
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,,,,
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,2428461395.34884,2504033252.42718,2298410390.68421,2479721340.8746,2664026095.06058,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6663501418.90417,
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,7870782260.51698,8385109020.28485,10120274492.8787,11240360897.7126,10972878636.1675,11539211480.3625,12252498921.0186,14278357283.7419,18802576988.1557,22649930576.2543,26125575942.2814,30216060233.4044,39738180076.6283,47850551148.8365,37440673477.8982,37132564255.4319,43522572641.2469,42869580922.9978,46464958449.4889,48547231524.4792,41400137850.7264
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,21527461685.8238,21740939413.6808,19694578258.9084,20214613247.3883,22201456424.462,21375329832.3199,21052074272.9306,23308626011.6695,29206898419.8646,34343858952.0735,36977353562.9897,41913572951.9508,50323143991.2401,55144936282.4081,50386454570.7141,52909380132.4503,59572427022.5188,56411810299.2219,61544273929.3321,65371826568.4499,56799626261.5061
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,6560637942.71945,6628525682.86805,6674545910.49866,6186449842.08152,5916920006.50659,6101794938.88536,6811252878.57098,7322690268.13055,8194995761.23273,10585562563.8852,12092284455.3182,14789661809.1834,18340472131.3107,20917457388.3119,21475520709.3922,28123640998.7253,36709847596.7175,43028648668.9445,51548871615.7861,55522993326.7394,46177532874.139
GDP (current US$),NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,4449375346.45669,4422160017.54386,3735312142.57028,3571043102.5641,3673288263.62039,3772851420.24763,3709637829.94866,4018365247.44444,4946292774.79046,5682719260.0763,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11318966946.687,10086021261.4631
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3159901231.97468,3995028592.78722,3545776697.12109,3738704467.51878,3717515282.53319,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,7342923489.09616,9413002920.97008,8550363974.79243,8729936135.74487,9892702357.56691,9919780071.30832,10601690871.7448,10673516672.6843,9738652322.17322
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1397454122.24047,2281039097.69299,2663238982.8009,1750585204.44813,1775920039.58919,1743506287.41519,1716502069.86945,3495597587.43178,3209167240.45005,3476333638.6635,3655892941.67281,3998020176.93393,4431477378.40652,5321114432.10931,6195345174.19622,6957454879.05414,7983556694.87491,5980586767.40693,5432169047.56631,6055252536.08965,6403820949.24856
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,88704944178.6284,100854996422.609,100005323301.867,72167753770.8928,79148947368.4211,93789736842.1053,92783947368.4211,100845263157.895,110202368421.053,124749736842.105,143534102611.497,162690965596.205,193547824063.3,230813597937.526,202257586267.556,255016609232.871,297951960784.314,314442825692.826,323276841537.339,338068990803.263,296283190372.552
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,398988954.970263,450382327.952421,508223602.37893,540096397.621071,589239753.610875,624337145.284622,884276168.300654,910864148.4375,1043403343.75,1202240023.4375,1119806500,1474698125,1745998937.5,2109960937.5,2149257812.5,2323401757.8125,2449576516.91549,2518312129.02218,2795147949.78753,3094197810.2,3435244658.76626
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2706425298.36818,2780422212.26995,2697105694.07956,2920358586.75234,3439463140.35541,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.42491,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,12813248724.7996,14004067516.3577,12746688961.7795
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,3439931906.61479,3570271557.88471,3705372038.70537,3923637971.04652,4127313818.33836,4306192435.82207,4331870647.71535,4689832689.83269,5456583589.39342,6062780269.0583,6394851386.64345,6757119558.3992,7880509170.54476,8977149553.24447,8528202278.41067,8741059602.64901,9556435918.82124,9262238211.48657,10184944237.9182,10737561363.9379,9746478873.23944
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131106400,137744500,143656600,150851598.261375,152901112.689513,152631201.425631,164751292.561566,172674883.357224,185055791.83406,190991954.906072,183114102.293044,179432573.764399
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1415296704.11812,1442598431.0096,1401946853.20672,1375115534.0733,1405662878.85296,1293654175.2102,1295539448.36484,1324426606.62378,1563074859.52173,1833444740.37736,2184444848.97637,3040716679.07669,3356757497.1208,4031047704.39864,3662281667.94663,4337791530.87884,5166340390.52554,5231255478.38986,5645739651.53638,5442297174.11121,
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,4040345933.29231,4421943910.49749,4187367601.73431,4169664285.38681,4291172815.63421,4582555124.64952,4536538210.66761,4767303153.99506,5609831328.0648,6385695187.0102,6283803256.01264,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11681761261.0428
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,343792792161.261,397404140458.457,480554644187.662,502010250656.743,579459682649.262,683647965226.955,724703603502.349,741559509631.317,713284231624.803,770267585947.191,866345821213.261,965281191371.844,1043471321169.09,1101275278668.79,894948748436.748,1051128603513.77,1171187519660.64,1186598324461.82,1261981728468.52,1298175699755.5,1143793184190.1
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835200,315725600,318072000,314971100
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,1752975841.35916,1695130456.52174,1930071406.92641,1639497206.70391,1170785047.79461,1288429150.51394,1480656884.38462,1661818168.4226,1980901553.51226,2598231467.43671,2988338439.31553,3408272498.11516,4401154128.12297,6054806100.8468,5439422031.39627,5811604051.96737,7015206498.21955,7284686576.2835,7985349731.46471,7983271110.60446,6568288861.76807
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,3130270918.79061,3137848783.08404,2840182191.77105,2934578788.86478,2906009307.6651,2647883820.18625,2671401082.76436,2905973022.1746,3588988600.70294,4110348444.49411,4280072625.97622,4663488363.0977,5974371695.95045,6919241412.09365,5557245122.31576,5350674803.33858,6074884388.58937,,,,
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86851,4583850367.88972,7189481853.13241,10409797610.331,12292770631.23,12582122604.1768,12226514746.1452,11741338841.1132
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,,,,,,984279598.325251,1159891557.16986,1284504507.69851,1707662612.68399,2073255525.20487,2257118340.54619,2696020574.58286,3668656246.57834,4519930566.74528,4141152200.489,4138972769.65459,4538450845.19573,4087777049.68585,4464498911.25392,4587740464.37265,3987061627.51107
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041539006.1399,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,109881398474.953,100593283696.732
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,2521738759.58885,3523842274.89662,4227273069.05991,4873242526.06404,5302532113.25156,5016469068.50898,4766928746.6914,5031510908.86055,5597367853.40358,6831808930.39816,7723846194.87446,8312078525.08582,9366742309.49331,11494837053.4061,10911698208.1015,10154238250.1818,13131168011.807,15265269717.6894,16018848990.669,16961127045.8266,14807075727.4667
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,,,,,,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59731122170.0865,60132854536.7832,65574726566.3779,62600906116.0987
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,3942478205.72909,3945340776.40546,4102648719.61806,3826527630.55551,3818954447.99083,3908661517.62299,3546783708.12619,3361251197.73829,4931312147.21007,6606858786.01174,7261333794.60003,7978734401.53585,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12713366873.4658,12853963142.8124,11491507355.6498
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,,,,,,,,,,,,,20432742.1126982,39333572.3247894,44290986.580588,49248823.5898978,72751770.3473519,103811945.189664,108601547.06617,117020360.420409,100459772.832386
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007061224.48979,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18850169891.6665,19206631648.9713,19393541020.2195,19811974851.5518,21194888047.8339
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,446528959648.641,445704575163.399,412199006098.938,432476116418.574,441975282335.393,412807259996.315,426573601789.709,465368906455.863,571863431151.242,650532654581.574,678533764457.157,726649102998.369,839419655078.018,936228211513.11,857932759099.75,836439735099.338,893701695857.659,828946812396.788,866680000367.264,879635084124.987,750283908173.45
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,3628440274.67,3606968433.92682,3291489840.57141,3158806480.26107,3056999988.09146,2682347064.3642,,,,,,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,63918703506.9075,70140835299.0148,66074513017.7142,56226643507.553,58761222689.2937,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905210084.034,114719425473.492,111606899682.251,137314617476.299,133278976593.801,121337372727.841,146584522265.456,168462632327.382,176617424296.729,190690896703.83,200142409766.821,173754075210.516
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,4140470000,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6786294637.33603,7458103361.63737,8491388728.5018,8380731879.74635,8741313140.24883,9755619760.14614,10438842115.6263,10874735110.8237,11790221756.2778,12692562187.4933
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,1880803361.68562,1987770898.54334,1845599608.44272,2076737356.67897,2018193703.06047,1798374468.36362,1945327564.65042,2170481508.86916,2731416346.48158,3052898739.4678,3405134831.85049,3646728060.06463,4291363390.91295,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209594.55433,7667951987.6933,8245312136.56544,7142951342.4223
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,28546958641.2735,34987951375,35822342617.6978,32004613750,35870792987.9432,46386011231.37,44137994251.618,59116847821.5797,67655813930.0926,87845420504.485,112248353104.911,145429764861.249,166451213395.64,208064753766.47,169481317540.364,367127872791.052,408707161460.004,457061382523.294,508696794976.452,546682344735.565,486792837970.54
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,780000000,836000000,922000000
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,152027402449.804,163517783497.163,161354369892.838,154165219811.533,162286003692.686,171315639982.731,174003247439.305,195418347152.985,228752436371.854,264357494659.388,308722079937.912,345424664369.357,400883873279.083,461946808510.638,386383919342.271,428524701366.599,498157406416.158,509704856037.817,522746212765.957,498339751388.521,386578443732.562
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,13802600780.2341,15277763328.9987,15837451235.3706,14085373211.9636,15710148244.4733,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,58641352405.7217,67937581274.3823,76689206762.0286,78938881664.4993,81035110533.16,69830949284.7854
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.883,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177406854514.885,213587413183.996,224383620829.57,231218567178.979,244360888750.807,271049886672.733
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,95237000,108203000,113213000,117320000,113485000,149300000,160000000,163500000,159900000,175300000,193300000,194700000,196000000,198100000,186400000,183800000,199900000,214200000,228700000,250900000,287400000
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,9573813687.65665,9870494017.20925,10677286062.1918,11575486374.2233,12130252154.4086,12304114980.2874,12502013401.9778,12994310396.5294,13693981227.8278,15013381686.1828,16374393923.6994,18141666302.3493,20958000000,24522200000,26593500000,28917200000,34373820484.9739,39954761232.6898,44856189494.1064,49165773079.2072,52132289747.1731
